										
										
2018-04-26 18:02:35	margarita	مرحبا	مرحبا	682.0	{'مَرْحَب': 341.0}						
										
2018-04-26 18:05:02	rashid	ن**** مصري ابوظبي	تم تاسيس ويستيم (نساء متمكنات في العلوم والتكنولوجيا والهندسه والرياضيات) من اجل زياده عدد الفتيات والنساء اللواتي يسعين للحصول علي شهادات ومهن في العلوم، والتكنولوجيا، والهندسه والرياضيات في جامعتنا وفي المنطقه، وهي تهدف الي توفير منصه للطلاب لدعم الوجود الانثوي في هذه المجالات	24.045454545454547	{'الانجليزيه،': 4.10738255033557}	تقبل جامعه نيويورك ابوظبي طلبات الالتحاق من طلبه الجامعه، لكنها لا تقبل تحويل رصيد الدرجات الدراسيه المكتسبه. يبدا جميع الطلاب الدراسه في جامعه نيويورك ابوظبي كطلاب سنه اولي	23.975609756097562	{'الانجليزيه،': 1.3691275167785235, 'أَبُوظَبِي': 3.709090909090909}	في هذه الحالات، يتم النظر الي كل حاله بشكل منفصل وتتخذ القرارات وفق الحاله. اقترح التحدث الي شخص ما في مكتب عميد الطلبه في الجامعه	23.29268292682927	{'الانجليزيه،': 2.738255033557047}
										
2018-04-26 18:05:33	margarita	مرحبا	مرحبا	233244.0	{'مَرْحَب': 116622.0}						
2018-04-26 18:05:44	margarita	انتي اسمك	لان والدي احبا هذا الاسم! انه في الواقع اسم روسي، ويعني لؤلؤه	11773.182870370369	{'ٱِسْم': 4420.3703703703695}	اسمي مارغاريتا	8826.269290123457	{'ٱِسْم': 1473.4567901234566}	اسمي مارغاريتا	8826.269290123457	{'ٱِسْم': 1473.4567901234566}
2018-04-26 18:07:24	margarita	ترمس متنوعه	مدينه نيويورك بالتاكيد! انها مدينه حيويه ومتنوعه، واشعر ان شخصيتي ستتماشي معها بشكل ممتاز	116622.0	{'مُتَنَوِّع': 116622.0}						
										
										
										
2018-04-30 11:45:21	margarita	ما هي مرحبا إلهامك؟	مرحبا	341.0	{'مَرْحَب': 170.5, 'مرحبا': 170.5}	يمكنني ايجاد الالهام الفني في اي شيء: كالطبيعه، والعواطف، والمماطله والمواعيد النهائيه	8.023529411764706	{'إِلْهام': 8.023529411764706}	يمكنني ايجاد الالهام الفني في اي شيء: كالطبيعه، والعواطف، والمماطله والمواعيد النهائيه	8.023529411764706	{'إِلْهام': 8.023529411764706}
2018-04-30 11:45:21	margarita	ما الذي يلهم مرحبا	مرحبا	204.6	{'مَرْحَب': 170.5, 'مرحبا': 170.5}	كان ظريف جداً	12.693877551020408	{'الَّذِي': 0.11046323291221251, 'الذي': 0.11224489795918366}	لقد كان رائع	12.673469387755102	{'الَّذِي': 0.11046323291221251, 'الذي': 0.11224489795918366}
2018-04-30 11:45:21	margarita	ما هي التأثيرات مرحبا مرحبا فنك؟	مرحبا	136.39999999999998	{'مَرْحَب': 341.0, 'مرحبا': 341.0}	لقد استمعت كثيراً الي بيونسيه، ومايلي سايرس، وكيتي بيري خلال نشاتي، لكنني من اكبر معجبي زيد، وايماجين دراجونز، وذا تشين سموكرز، وكولدبلاي وماجور ليزر	5.879310344827586	{'تَأْثِير': 5.879310344827586}	عندما كان عمري ١٦ قرات كتاب انريميمبرد لجيسيكا برودي، وهو كتاب خيال علمي للمراهقين، وقد كان مثير للاهتمام جداً لدرجه انني بدات بالقراءه اكثر من ذي قبل	5.014705882352941	{'تَأْثِير': 5.014705882352941}
2018-04-30 11:45:21	margarita	ماذا كتبت في الفترة مرحبا	آخر مقطوعه لي كانت عباره عن مقطوعه رباعيه وتريه كتبتها من اجل محاضره التاليف	17.94736842105263	{'كَتَب': 17.94736842105263}	كان ظريف جداً	12.693877551020408	{'فِي': 0.03887812108083456, 'في': 0.04046037019458946}	لقد كان رائع	12.673469387755102	{'فِي': 0.03887812108083456, 'في': 0.04046037019458946}
2018-04-30 11:45:21	margarita	ماذا ألفت مرحبا أجل محاضراتك؟	المحاضرات المفضله لدي حتي الآن هي نظريه الموسيقي، وتكنولوجيا الموسيقي ومحاضرات التاليف الخصوصيه	9.02116402116402	{'مُحاضَر': 9.02116402116402}	المحاضرات المفضله لدي حتي الآن هي نظريه الموسيقي، وتكنولوجيا الموسيقي ومحاضرات التاليف الخصوصيه	9.02116402116402	{'مُحاضَر': 9.02116402116402}	احب هذه المحاضره جداً	4.736111111111111	{'مُحاضَر': 4.736111111111111}
2018-04-30 11:45:21	margarita	هل مرحبا الموسيقى الكلاسيكية؟	كان ظريف جداً	12.693877551020408	{'هَلْ': 0.15816326530612243, 'هل': 0.15816326530612243}	لقد كان رائع	12.673469387755102	{'هَلْ': 0.15816326530612243, 'هل': 0.15816326530612243}	لا يمكنني الاجابه عن ذلك	12.215686274509803	{'هَلْ': 0.15196078431372548, 'هل': 0.15196078431372548}
2018-04-30 11:45:21	margarita	هل تحبين موسيقى مرحبا	احب هذه الماده كثيراً!	15.8875	{'هَلْ': 0.484375, 'حْبَي': 4.2625, 'هل': 0.484375, 'تحبين': 10.65625}	لقد كان رائع	12.673469387755102	{'هَلْ': 0.15816326530612243, 'هل': 0.15816326530612243}	لا يمكنني الاجابه عن ذلك	12.215686274509803	{'هَلْ': 0.15196078431372548, 'هل': 0.15196078431372548}
2018-04-30 11:45:21	margarita	هل مرحبا موسيقى البوب؟	اغنياتي الاولي كانت اغنيات مولدوفيه وطنيه وبعض اغنيات البوب الروسيه، لكن الاغنيه الاولي التي احببتها باللغه الانجليزيه كانت اغنيه ايربليسبل لبيونسيه عندما كان عمري ٦	13.261111111111111	{'بُوب': 1.8944444444444446, 'البوب': 11.366666666666667}	لقد كان رائع	12.673469387755102	{'هَلْ': 0.15816326530612243, 'هل': 0.15816326530612243}	لا يمكنني الاجابه عن ذلك	12.215686274509803	{'هَلْ': 0.15196078431372548, 'هل': 0.15196078431372548}
2018-04-30 11:45:21	margarita	هل تحبين مرحبا الهيب هوب؟	لقد كان رائع	12.673469387755102	{'هَلْ': 0.15816326530612243, 'الانجليزيه،': 0.1792064465271087, 'هل': 0.15816326530612243}	لا يمكنني الاجابه عن ذلك	12.215686274509803	{'هَلْ': 0.15196078431372548, 'الانجليزيه،': 0.1721787427417319, 'هل': 0.15196078431372548}	افضل الحديث عن شيء آخر، اعتذر	12.038461538461538	{'هَلْ': 0.14903846153846154, 'الانجليزيه،': 0.16886761307362166, 'هل': 0.14903846153846154}
