2018-05-08 16:57:54	katarina	مرحبا	انا افاتار لطالبه في جامعه نيويورك ابوظبي و يمكنني ان اجيب عن اي اسئله لديك عن الجامعه 	410.0	{'مَرْحَب': 205.0, 'مرحبا': 205.0}						
2018-05-08 16:58:06	katarina	اين تقع المكتبه	تقع جميع المساكن الجامعيه في حرمنا الجامعي الواقع في جزيره السعديات. ويمثل الخط المرتفع، او الطابق الثاني، المنطقه السكنيه	201.58333333333331	{'أَيْنَ': 41.0, 'قْعِ': 51.25, 'اين': 41.0, 'تقع': 68.33333333333333}	يقع حرم جامعه نيويورك ابوظبي في جزيره السعديات. تعد السعديات موطن لبعض المعالم الفنيه والثقافيه الناشئه بما فيها متحف اللوفر ومتحف جوجنهايم	133.25	{'أَيْنَ': 41.0, 'قْعِ': 51.25, 'اين': 41.0}	تقع الامارات العربيه المتحده في منطقه توقيت غرينتش زائد اربع ساعات، او بعد نيويورك بتسع ساعات في التوقيت العادي. وخلال التوقيت الصيفي، تتقدم ابوظبي علي نيويورك بثمان ساعات	119.58333333333333	{'قْعِ': 51.25, 'تقع': 68.33333333333333}
2018-05-08 16:58:28	katarina	كم كم سنه تاخذ	يمكنك دائماً العثور علي احدث المعلومات المتعلقه بمجتمع طلاب جامعه نيويورك ابوظبي، بالاضافه الي معلومات مفصله عن الطلاب المختارين وتجاربهم، وتعريفات شامله بالدفعات الطلابيه علي صفحه ملفات الطلاب الموجوده علي موقعنا الالكتروني	410.0	{'كَمْ': 410.0}	لا نقبل حالياً طلبات الانتقال. ويتوجب علي جميع الطلاب الالتحاق بالجامعه في شهر سبتمبر كطلاب سنه الاولي	58.57142857142857	{'سُنَّة': 29.285714285714285, 'سنه': 29.285714285714285}	الكابستون هو مشورع بحثي مدته سنه يتوجب علي الطلاب تنفيذه في مجالهم الاكاديمي. وانا في الواقع، نتيجه لمشروع كابستون في علم الحاسوب قام به فريق من سته طلاب من جامعه نيويورك ابوظبي	58.57142857142857	{'سُنَّة': 29.285714285714285, 'سنه': 29.285714285714285}
2018-05-08 16:59:18	katarina	كم عدد طلاب الجامعه كم عدد طلاب الجامعه كم عدد طلاب الجامعه	يمكنك دائماً العثور علي احدث المعلومات المتعلقه بمجتمع طلاب جامعه نيويورك ابوظبي، بالاضافه الي معلومات مفصله عن الطلاب المختارين وتجاربهم، وتعريفات شامله بالدفعات الطلابيه علي صفحه ملفات الطلاب الموجوده علي موقعنا الالكتروني	696.634828009828	{'كَمْ': 615.0, 'عَدَّد': 307.5, 'طُلّاب': 49.86486486486486, 'عدد': 76.875, 'طلاب': 111.81818181818181}	تقدم مخططات الوجبات عدد معين من الوجبات في الاسبوع للطلاب بالاضافه الي مبلغ معين من دراهم الحرم الجامعي التي يمكنهم استخدامها في ارجاء الحرم الجامعي	469.5608108108108	{'عَدَّد': 307.5, 'طُلّاب': 8.31081081081081, 'عدد': 153.75}	لدينا عدد من المنظمات الطلابيه الثقافيه؛ كما يوجد مجموعات اهتمامات طلابيه تركز علي الثقافه العربيه، والافريقيه، واللاتينيه، والجنوب آسيويه وغيرها من الثقافات الاخري	461.25	{'عَدَّد': 307.5, 'عدد': 153.75}
2018-05-08 17:03:03	katarina	صور شفايف	ان رسائل التقييم والتزكيه بالغه الاهميه. تمنح هذه الرسائل لجنه القبول في الجامعه صوره اوضح حول ادائك داخل وخارج الفصول الدراسيه، وذلك من وجهه نظر شخص خبير يعرفك جيداً. نحن ناخذ بعين الاعتبار هذه الرسائل في السياق العام لطلب التحاقك بالجامعه، وقد نتواصل مع المرشدين او المدرسين الذين كتبوا هذه الرسائل اذا كانت لدينا ايه استفسارات حول ادائك	4.365079365079365	{'صَوَّر': 205.0}						
2018-05-08 17:04:08	katarina	السلام عليكم	المقررات المسبقه هي المقررات التي يتوجب عليك اتمامها قبل الالتحاق بمقرر معين. والمقررات المصاحبه هي المقررات التي يتوجب عليك اتمامها او الالتحاق بها من اجل الالتحاق بمقرر معين	146.42857142857142	{'عَلَي': 146.42857142857142}	يتضمن دعم الصحه والسلامه الخاص بجامعه نيويورك ابوظبي توفير المرشدين النفسيين، واخصائيي التغذيه، والاطباء والممرضين المتواجدين داخل الحرم الجامعي بالاضافه الي المدربين الشخصيين، ودعم اعاده التاهيل، واكثر من ذلك	102.5	{'سَلام': 102.5}	يوفر مركز الصحه والسلامه لدينا خدمات الارشاد النفسي السريه والمتاحه لجميع الطلاب. كما يتوفر الدعم بين الاقران من خلال منظمه ريتش الطلابيه	51.25	{'سَلام': 51.25}
2018-05-08 17:07:55	rashid	السلام عليكم	يتضمن دعم الصحه والسلامه الخاص بجامعه نيويورك ابوظبي توفير المرشدين النفسيين، واخصائيي التغذيه، والاطباء والممرضين المتواجدين داخل الحرم الجامعي بالاضافه الي المدربين الشخصيين، ودعم اعاده التاهيل، واكثر من ذلك	5304.0	{'سَلام': 5304.0}	المقررات المسبقه هي المقررات التي يتوجب عليك اتمامها قبل الالتحاق بمقرر معين. والمقررات المصاحبه هي المقررات التي يتوجب عليك اتمامها او الالتحاق بها من اجل الالتحاق بمقرر معين	2682.2222222222226	{'عَلَي': 2682.2222222222226}	يوفر مركز الصحه والسلامه لدينا خدمات الارشاد النفسي السريه والمتاحه لجميع الطلاب. كما يتوفر الدعم بين الاقران من خلال منظمه ريتش الطلابيه	2652.0	{'سَلام': 2652.0}
2018-05-08 17:08:34	rashid	السلام عليكم السلام عليكم	يتضمن دعم الصحه والسلامه الخاص بجامعه نيويورك ابوظبي توفير المرشدين النفسيين، واخصائيي التغذيه، والاطباء والممرضين المتواجدين داخل الحرم الجامعي بالاضافه الي المدربين الشخصيين، ودعم اعاده التاهيل، واكثر من ذلك	6364.8	{'سَلام': 10608.0}	المقررات المسبقه هي المقررات التي يتوجب عليك اتمامها قبل الالتحاق بمقرر معين. والمقررات المصاحبه هي المقررات التي يتوجب عليك اتمامها او الالتحاق بها من اجل الالتحاق بمقرر معين	5364.444444444445	{'عَلَي': 5364.444444444445}	يوفر مركز الصحه والسلامه لدينا خدمات الارشاد النفسي السريه والمتاحه لجميع الطلاب. كما يتوفر الدعم بين الاقران من خلال منظمه ريتش الطلابيه	5304.0	{'سَلام': 5304.0}
2018-05-08 17:09:23	rashid	اخبرني عن القبول في جامعه نيويورك ابوظبي	القبول في جامعه نيويورك ابوظبي عمليه انتقائيه للغايه. يتم قبول الطلاب علي اساس التفوق الاكاديمي، والانشطه الخارجه عن المنهاج الدراسي، والاهتمام الواضح بالمواطنه العالميه، وخدمه المجتمع، والقياده	1325.3645645394288	{'عَن': 25.084444444444443, 'قَبُول': 728.5714285714286, 'فِي': 3.278305332359386, 'جامَع': 11.806579319445754, 'نِيُويُورْك': 11.618343195266272, 'أَبُوظَبِي': 21.175537190082643, 'عن': 26.13223140495868, 'القبول': 453.7959183673469, 'في': 3.349596547194596, 'جامعه': 13.052184079073228, 'نيويورك': 11.618343195266272, 'ابوظبي': 15.88165289256198}	يمكنك سؤالي عن الحياه الجامعيه، وعن القبول، وعن جامعه نيويورك وابوظبي. ربما لن اكون قادر علي الاجابه عن جميع اسئلتك، لكن يمكنك دائماً الاطلاع علي موقعنا الالكتروني علي nyuad.nyu.edu 	889.8258250050933	{'عَن': 125.4222222222222, 'قَبُول': 208.1632653061224, 'جامَع': 5.903289659722877, 'نِيُويُورْك': 5.809171597633136, 'عن': 78.39669421487605, 'القبول': 453.7959183673469, 'جامعه': 6.526092039536614, 'نيويورك': 5.809171597633136}	تعتبر فعاليه نهايه الاسبوع للمرشحين جزء فريد من عمليه القبول في جامعه نيويورك ابوظبي، وهي فرصه لتجربه الحياه في المجتمع العالمي لجامعه نيويورك ابوظبي واستكشاف مدينه ابوظبي	764.4293038597782	{'قَبُول': 208.1632653061224, 'فِي': 6.556610664718772, 'جامَع': 11.806579319445754, 'نِيُويُورْك': 11.618343195266272, 'أَبُوظَبِي': 26.469421487603306, 'القبول': 453.7959183673469, 'في': 6.699193094389192, 'جامعه': 6.526092039536614, 'نيويورك': 11.618343195266272, 'ابوظبي': 21.175537190082643}
2018-05-08 17:10:11	rashid	اخبرني عن الرياضه في جامعه نيويورك الرياضيات التي يمكن العبها في جامعه نيويورك	توفر جامعه نيويورك ابوظبي صالات العاب رياضيه، وحصص تربيه رياضيه، وجلسات تدريب، وساعات سباحه مخصصه للسيدات فقط	8688.104662520884	{'رِياض': 6821.759999999999, 'فِي': 6.556610664718772, 'جامَع': 23.61315863889151, 'نِيُويُورْك': 23.236686390532544, 'رِياضِيّ': 1756.8979591836735, 'في': 6.699193094389192, 'جامعه': 26.104368158146457, 'نيويورك': 23.236686390532544}	تشمل الرياضات المشتركه بين الجامعات في جامعه نيويورك ابوظبي كره السله، وكره القدم، وتنس الريشه، وتنس الطاوله، وكره الطائره	6944.462507096317	{'رِياض': 6821.759999999999, 'فِي': 13.113221329437543, 'جامَع': 23.61315863889151, 'نِيُويُورْك': 23.236686390532544, 'في': 13.398386188778383, 'جامعه': 26.104368158146457, 'نيويورك': 23.236686390532544}	كل ما يتعلق بالجامعه، و بالتحديد علوم الحاسوب، الرياضه في الجامعه والحياه الجامعيه بشكل عام	6809.146607116915	{'عَن': 25.084444444444443, 'رِياض': 1705.4399999999998, 'فِي': 6.556610664718772, 'مَكِّن': 282.59215219976215, 'عن': 26.13223140495868, 'الرياضه': 4692.0, 'في': 6.699193094389192, 'يمكن': 64.64197530864197}
